,author,record_count,record_enumerated,viaf_title_list,birthdate,title_list
169, eric gardner,10,1,"['Agathon. By P. Lévêque. Pp. 176. Paris: ‘Les Belles Lettres’, 1955. Price not stated', 'Anthologia Graeca. The Greek anthology: Hellenistic epigrams. Ed. A. S. F. Gow and D. L. Page. 2 vols. Cambridge: the University Press. 1965. Pp. 1 + 264, v + 719. £12 12s', 'An anthology of Greek verse', 'Art and literature in fourth century Athens, 1956:', 'The art of Greece : the age of Hellenism / by T. B. L. Webster. - New York, 1966.', 'Athenian culture and society', 'Binsfeld (W.) Grylloi: ein Beitrag zur Geschichte der antiken Karikatur. [Diss.] Cologne: the Author. 1956. Pp. 86. Price not stated', 'The birth of modern comedy of manners', 'Cesnola terracottas in the Stanford University Museum', 'Classical Sculpture. By A. W. Lawrence. London: Jonathan Cape, 1929. Pp. 419, with 160 plates and 31 figures in the text. 15s', 'Collected papers', '(A. D.) Trendall Phylax Vases. (Institute of Classical Studies, Bulletin Supplement 8.) London: Institute of Classical Studies. 1959. Pp. v + 77. 6 plates, 10s', 'THE DECIPHERMENT OF LINEAR B. By John Chadwick. Cambridge University Press, 1958. pp. xi + 147. 18s. 6d', 'Dithyramb tragedy and comedy', ""(E. L.) Bennett, (J.) Chadwick and (M.) Ventris. The Knossos Tablets. A revised transliteration of all the texts in Mycenaean Greek recoverable from Evans' excavations of 1900–1904 based on independent examination. [Bulletin of the Institute of Cla"", 'Études Mycéniennes. Actes du Colloque international sur les textes mycéniens (Gif-sur-Yvette, 3–7 avril 1956). Publiées par les soins de M. Lejeune. Paris: Centre national de la recherche scientifique, 1956. Pp. 280. Fr. 2,000', 'Euripides. Zes verloren tragedies: studie met kritische uitgave en vertaling der fragmenten door H. Van Looy. (Verhandelingen van de k. Vlaamse Academie, klasse der letteren, jaargang xxvi 1964, 51.) Brussels: k. Vlaamse Academie. 1964. Pp. xx + 337.', 'Everyday life in classical Athens.', 'Excerpta ex antiquis scriptoribus quae ad Forum Romanum spectant', 'Filoktītīs', 'From Mycenae to Homer', '(G. S.) Kirk The Songs of Homer. Cambridge: the University Press. 1962. Pp. xi + 424. 3 maps. 8 plates. £2', 'Grave relief of an athenian poet', 'La Grèce de Mycènes à Homère : archéologie - art - littérature', 'Greek art and literature 700-530 BC : the beginnings of modern civilization', 'The Greek chorus', 'Greek comic costume : its history and diffusion...', 'Greek terracottas', 'Greek Theatre Production', 'Greek tragedy...', 'Griechische Bühnenaltertümer', 'Hellenismus', 'Hellenistic poetry and art', 'Illustrations of Greek drama', 'An introduction to Sophocles. -', 'Kunst der Welt', 'The Local Scripts of Archaic Greece. By L. H. Jeffery. 12 × 9. Pp. 416 + pls. 72. Clarendon Press, Oxford, 1961. £7. 7s', 'Masks on Gnathia Vases', 'Menander. Ed. A. Koerte. Vol. II. Reliquiae apud veteres scriptores servatae. Pp. xii + 394. Leipzig: Teubner, 1953. DM. 16.60', 'Menander : plays of adventure and satire', 'Monuments illustrating New Comedy', 'Die Nachfahren Nestors : Mykene und die Anfänge griechischer Kultur', 'New Greek antiquities in the Manchester museum', 'Niobidenmaler...', 'Philoctetes', 'Political interpretations in greek literature', ""Prière sur l'Acropole. with readings from the original manuscript"", 'Pro L. Flacco oratio', 'THE PYLOS TABLETS: texts of the inscriptions found 1939–54. Edited by Emmett L. Bennett Jr., with a foreword by Carl W. Blegen. Princeton University Press for University of Cincinnati (London: Cumberlege), 1955. pp. xxxii + 252. £2', 'Reviews of Books', 'The Roman Stage: a Short History of Latin Drama in the Time of the Republic. By W. Beare. 8½ × 5½. Pp.viii+292. London: Methuen, 1950. 25s', 'Satyrspiele. Bilder griechischer Vasen. Von Frank Brommer. 2nd edition. 9¼ × 6¼. Pp. 92. Berlin: de Gruyter, 1959. DM. 18.', 'Some monuments of Greek comedy', 'Sophocles. (J. C.) Kamerbeek The Plays of Sophocles: Commentaries, Part ii. The Trachiniae. Leyden: E. J. Brill. 1959. Pp. x + 256. Fl. 46', 'Staging and scenery in the ancient Greek theatre...', 'Studies in honour of T. B. L. Webster.', 'Studies in later Greek comedy', 'The Teaching of Classics. Issued by the Incorporated Association of Assistant Masters in Secondary Schools. Pp. xii + 244. Cambridge: University Press, 1954. 12s. 6d', 'Tradition in Greek dramatic lyric', 'The tragedies of Euripides', 'Les vases grecs de la bibliothèque royale de Belgique. By D. Feytmans. Pp. 87; pl. 39 + 2 text figs. Brussels: Librairie Encyclopédique, 1948', 'Von Mykene bis Homer : Anfänge griechischer Literatur und Kunst im Lichte von Linear B', 'The Wilshere Collection at Pusey House in Oxford', 'THE WORLD OF ODYSSEUS. By M. I. Finley. Chatto and Windus. 15s']",1905-07-03,Two Texts on Children and Christian Education
170, eric gardner,10,2,"['Aeolo-choriambic', 'Alcestis', 'Alkīstis', 'Collected papers', 'Dactylo-epitrite', 'Dochmiac, Iambic, Dactylic, Ionic', 'Euripides HelensbTexte imprimé', 'Helen', 'Helen [ @ ]. Edited with introduction and commentary, by A. M. Dale', 'The lyric metres of Greek drama', 'Metrical analyses of tragic choruses', 'The plays of Euripides', 'Words, music and dance']",1901-01-15,Two Texts on Children and Christian Education
171, eric gardner,10,3,"['African American literature in transition, 1865-1880 : black reconstructions', 'Appointed : an American novel', 'Black print unbound : the Christian recorder, African American literature, and periodical culture', ""Children's literature in the Christian Recorder  : an initial comparative biobibliography for may 1862 and april 1873"", 'Filth and the fury', 'Hearts of gold : a novel', 'Jennie Carter : a Black journalist of the early West', 'Maglownica - odrodzenie', 'Major voices, 2005:', 'Mangler reborn', 'Unexpected places : relocating nineteenth-century African American literature', 'Wściekłość i brud']",1968,Two Texts on Children and Christian Education
172, eric gardner,10,4,"['ALP', 'Analysis of learning potential, c1970:', 'Investigation and measurement of the social values governing interpersonal relations among adolescent youth and their teachers.', 'Social relations and morale in small groups', 'Stanford 7 plus / Eric F. Gardner ... [et al.].', 'Stanford achievement test series.', 'Syracuse-Amsterdam-Groningen sociometrische schaal', 'TASK : Stanford test of academic skills, level 1/level 2, forms E/F : norms booklet.', 'Tomorrows̓ graduate school of education.']",1913-03-16,Two Texts on Children and Christian Education
173, eric gardner,10,5,"['Elvira, mistress of the dark', 'Mon copain Mac : héros des étoiles', 'Race to space = Carrera espacial']",1950,Two Texts on Children and Christian Education
174, eric gardner,10,6,"['Directory of health technology assessment organizations worldwide, c1998:']",0,Two Texts on Children and Christian Education
175, eric gardner,10,7,"['Astronomy', 'Born to be wild', ""Buck's boogie"", 'Dominance and submission', ""Don't fear the reaper"", 'Eti', 'ME 262', 'Stairway to the stars [Images animées]. Harvester of eyes. Cities of flame...', ""This ain't the summer of love""]",1950,Two Texts on Children and Christian Education
176, eric gardner,10,8,"['Other worlds, other times']",0,Two Texts on Children and Christian Education
177, eric gardner,10,9,"['Arthropod and plant communities as indicators of land rehabilitation effectiveness in a semi-arid shrub-steppe, 2008:']",0,Two Texts on Children and Christian Education
178,['A. Cobban'],5,0,"['Das achtzehnte Jahrhundert : Aufklärung, Rokoko und Revolution', 'Ambassadors and secret agents; the diplomacy of the first Earl of Malmesbury at the Hague.', 'Le Chartisme (1831-1848)', 'The correspondence of Edmund Burke', 'The crisis of civilization.', 'The debate on the American revolution 1789-1800', 'Dictatorship  : its history and theory', 'A disciple of Jean-Jacques Rousseau : ""the comte d\'Antraigues""', 'Eighteenth century', 'Una época de guerras revolucionarias : Un paralelo histórico', 'France of the Republics, 1871-1962', 'Frankreich von Ludwig XIV. bis de Gaulle', 'French government and society 1500-1850: essays in memory of Alfred Cobban;', 'From the First Empire to the Fourth Republic, 1799-1945', 'Histoire des civilisations.', 'Historians and the causes of the French Revolution. Alfred Cobban,... [Revised edition.]', 'History of modern france', 'In search of humanity; the role of the Enlightenment in modern history.', 'July 1789-December 1791. Edited by Alfred Cobban and Robert A. Smith', 'Knaurs grosse Kulturen in Farben', 'Minzoku kokka to minzoku jiketsu', 'DER MONAT. 06. Jahrgang 1954 Nummer 69.', 'Myth of the French Revolution, by Alfred Cobban,... An Inaugural lecture... delivered at University College, London, 6 May 1954', 'National self-determination', 'Old Regime and Revolution, 1715-1799. [3rd edition.]', 'Rousseau and the Modern State', 'sens de la Révolution française', 'Le siècle des lumières', 'El siglo XVIII  : Europa en la época de la Ilustración', 'Social interpretation of the french revolution', 'Storia della Francia dal 1715 al 1965', 'Teoria dyktatury Carla Schmitta', '民族国家と民族自決']",1901-05-24,
179,['A. Cobban'],5,1,"['Ammonite Faunas of the Sarten Sandstone (Cretaceous), Luna County, New Mexico', 'The Ammonite Metengonoceras Hyatt, 1903, from the Mowry Shale (Cretaceous) of Montana and Wyoming', 'Ammonites from the Navesink Formation at Atlantic Highlands, New Jersey', 'Ammonites in Clasts of the Juana Lopez Member of the Carlile Shale (Upper Cretaceous) near Pueblo, Colorado', 'Aspects of ammonite biology, biogeography, and biostratigraphy', 'The Boquillas Formation of the Big Bend National Park, Texas, USA, a reference Cenomanian through Santonian (Upper Cretaceous) carbonate succession at the southern end of the Western Interior Seaway', 'Campanian ammonites from the Tombigbee Sand Member of the Eutaw Formation, the Mooreville Formation, and the basal part of the Demopolis Formation in Mississippi and Alabama', 'Cenomanian ammonite fauna from the Mosby Sandstone of central Montana', 'Characteristic Marine Molluscan Fossils from the Dakota Sandstone and Intertongued Mancos Shale, West-Central New Mexico', 'Contributions to paleontology.', 'Engonoceratid ammonites from the Glen Rose Limestone, Walnut Clay, Goodland Limestone, and Comanche Peak Limestone (Albian) in Texas', 'The Heteromorph ammonite Didymoceras cochleatum (Meek and Hayden, 1858), from the Pierre Shale of South Dakota and Wyoming', 'Heteromorph ammonites from the middle Campanian Baculites scotti Zone in the U.S. Western Interior', 'In his own words : Bill Cobban in conversation with Kirk Johnson and Dave Baysinger, 19 February, 2010.', 'Inoceramid faunas and biostratigraphy of the Upper Turonian-Lower Coniacian of the western interior of the United States', 'The late Cenomanian oyster Lopha staufferi (Bergquist, 1944) - the oldest ribbed oyster in the Upper Cretaceous of the Western Interior of the United States', 'The Late Cretaceous ammonites Scaphites leei Reeside and Scaphites hippocrepis', 'The Late Cretaceous cephalopod Haresiceras Reeside and its possible origin', 'The lectotype of Baculites asperoanceps LASSWITZ, 1904 (Cretaceous ammonite), with a discussion on the affinities of the species', 'The Lower Cretaceous Ammonite Schloenbachia leonensis Conrad var. equidistans Cragin', 'Maastrichtian ammonites chiefly from the prairie Bluff Chalk in Alabama and Mississippi', 'The Maastrichtian ammonites Coahuilites sheltoni Böse, 1928, and Sphenodiscus pleurisepta (Conrad, 1857), from the uppermost Pierre Shale and basal Fox Hills formation of Colorado and Wyoming', 'Maastrichtian (Late Cretaceous) ammonites from the Owl Creek Formation in northeastern Mississippi, U.S.A.', 'Marine Cretaceous-Tertiary boundary section in southwestern South Dakota: Comment and Reply: COMMENT', 'Middle Cretaceous stratigraphy on the south ... 1991:', 'Molluscan Record from a Mid-Cretaceous Borehole in Weston County, Wyoming', 'Multinodose scaphitid cephalopods from the lower part of the Pierre Shale and equivalent rocks in the conterminous United States', 'New and little-known ammonites from the Upper Cretaceous', 'A New Species ofHoploscaphites', 'Occurrence of the Early Cretaceous Ammonite Venezoliceras in Puerto Rico', 'Pueblo, Colorado, USA, candidate Global Boundary Stratotype Section and Point for the base of the Turonian Stage of the Cretaceous, and for the base of the Middle Turonian Substage, with a revision of the Inoceramidae (Bivalvia)', 'The Red Bird section of the upper Cretaceous Pierre shale in Wyoming', 'A revision of the ammonite types described in F. Roemer\'s ""Die Kreidebildungen von Texas und ihre organischen Einschlüsse"" (1852)', 'A revision of the Turonian members of the ammonite subfamily Collignoniceratinae from the United States Western Interior ang Gulf Coast', 'Santonian ammonites from the Blossom Sand in northeast Texas', 'Scaphitoid cephalopods of the Colorado group ... 1951.', 'Some acanthoceratid ammonites from Upper Cenomanian (Upper Cretaceous) rocks of Wyoming', 'Stratigraphic Significance and Petrology of Phosphate Nodules at Base of Niobrana Formation, East Flank of Black Hills, South Dakota', 'Stratigraphy and Ammonite Fauna of the Graneros Shale ad Greenhorn Limestone Near Publo, Colorado', 'Stratigraphy and Composition of the Sharon Springs Member of the Pierre Shale in Western Kansas', 'Stratigraphy and geologic history of the Montana group en equivalent rocks, Montana, Wyoming, and north and south Dakota', 'Stratigraphy and nomenclature of some Upper Cretaceous and lower Tertiary rocks in south-central Wyoming', 'Stratigraphy and paleontology of mid-Cretaceous rocks in Minnesota and contiguous areas, 1982:', 'Stratigraphy and regional relationships of a reference section for the Juana Lopez Member, Mancos Shale, in the San Juan Basin, New Mexico : the lithology and faunal zonation of a well-exposed surface section are described, and the section is compared with the abnormally thin section at the type locality', 'Stratigraphy of the Niobrara Formation at Pueblo, Colorado', 'Stratigraphy of the Pierre Shale, Valley City and Pembina Mountain Areas North Dakota', 'Studies of the Mowry shale (Cretaceous) and contemporary formations in the United States and Canada', 'A survey of the Cretaceous ammonite Placenticeras Meek, 1876, in the United States Western Interior, with notes on the earliest species from Texas', 'Testing the congruence of the macrofossil versus microfossil record in the Turonian-Coniacian boundary succession of the Wagon Mound-Springer composite section (NE New Mexico, USA)', 'Type Sections and Stratigraphy of the Members of the Blackleaf and Marias River Formations (Cretaceous) of the Sweetgrass Arch, Montana', 'Unedited stratigraphic sections of the Pierre Shale near Round Butte and Buckeye in Larimer County, northern Colorado']",1916-12-31,
180,['A. Cobban'],5,2,"['Edward II, Pope John XXII, and the University of Cambridge.', ""The King's Hall, Cambridge and English medieval collegiate history"", ""The King's Hall within the University of Cambridge in the later Middle Ages"", 'The medieval English universities : Oxford and Cambridge to c. 1500', 'The medieval English universitites, 1988:CIP t.p. (Alan B. Cobban; reader in med. hist., Univ. of Liverpool; past fellow of Trinity Coll., Cambridge) data sheet (b. 9/25/39)', 'Medieval universities : their development and organization']",1939,
181,['A. Cobban'],5,3,[],0,
182,['A. Cobban'],5,4,[],0,
183,['J. de Sousa-Leão'],2,0,"['Domingos de Sousa Leão, barão de Vila Bela; apontamentos histórico-genealógicos', 'Du nouveau sur les tableaux du Brésil offerts à Louis XIV', 'Embaixador Raul Regis de Oliveira.', 'Frans Post, 1612-1680', 'Frans Post : seus quadros brasileiros.', 'O Marquês de Olinda', 'Maurits de Braziliaan', 'A ""Mauritshuis"" ao tempo de Nassau.-', 'Palácio das Torres', 'Palácio Itamaraty : resenha histórica e guia descritivo', 'Un pintor Holandês no Brasil (1637-1644)', 'Os pintores de Maurício de Nassau : exposição, Rio de Janeiro, Museu de arte moderna, 21 de maio a 7 de julho 1968', 'O quadro da coroacao de D. Pedro II : por Manuel de Araujo Porto Alegre', 'Quadro desconhecido, da escola flamenga, representando José de anchieta ... .-', 'O Rio de Janeiro e seus arredores em 1824', 'O Rio de Janeiro visto por dois prussianos em 1819 : T. von Leithold e L. von Rango', 'Salvador da Bahia de Todos os Santos : Iconografia seiscentista desconhecida.-']",1897-07-09,Southey and Brazil
184,['J. de Sousa-Leão'],2,1,"['Palaìcio Itamaraty : resenha histoìrica e guia descritivo. -', 'Telegrama a José Carlos de Macedo Soares sobre a posição de Maurtua quanto á oferta da casa de campo a Afrânio de Melo Franco e as providências tomadas junto ao governo peruano para a candidatura do mesmo ao Prêmio Nobel.', 'Telegrama ao Ministério das Relações Exteriores sobre a aprovação da fórmula de Afrânio de Melo Franco pelos membros da Comissão Consultiva das Relações Exteriores para a resolução da questão de Letícia.']",1897,Southey and Brazil
185,['Johannes Endres'],8,0,"['Der Code der Leidenschaften : Fetischismus in den Künsten', 'Collecting in the twenty-first century : from museums to the web', '""depotenzierte"" Subjekt zu Geschichte und Funktion des Komischen bei Heinrich von Kleist', 'Fetischismus Grundlagentexte vom 18. Jahrhundert bis in die Gegenwart', 'Friedrich Schlegel-Handbuch', 'Ich liebe Deine Liebe der Briefwechsel zwischen Friedrich Schlegel und Friedrich von Hardenberg (Novalis) : eine Ausstellung zum 250. Geburtstag der beiden Dichter', 'Ikonologie des Zwischenraums der Schleier als Medium und Metapher', 'Literatur und Fetischismus das Bild des Schleiers zwischen Aufklärung und Moderne', '""Nathan"", entzaubert : Kontinuität und Diskontinuität der Aufklärung in Schillers ""Die Braut von Messina""', 'Novalis und das Lustspiel : ein vergessener Beitrag zur Geschichte der Gattung', 'Szenen der ""Verwandlung"" : Novalis und das Drama']",1964,
186,['Johannes Endres'],8,1,['Dissertatio inauguralis iuris germanico-ecclesiastico-publici de subditis quondam oppignoratis a communi alias anni decretorii beneficio penitus exclusis'],1730-01-15,
